n,seconds
1,0.000
2,0.083
3,0.144
4,0.182
5,0.194
6,0.233
7,0.325
8,0.426
9,0.490
10,0.502
11,0.542
12,0.602
13,0.642
14,0.701
15,0.715
16,0.752
17,0.765
18,0.777
19,0.790
20,0.804
21,0.840
22,0.901
23,0.936
24,1.001
25,1.039
26,1.124
27,1.139
28,1.177
29,1.259
30,1.314
31,1.325
32,1.357
33,1.408
34,1.419
35,1.453
36,1.505
37,1.516
38,1.548
39,1.559
40,1.570
41,1.580
42,1.590
43,1.623
44,1.683
45,1.724
46,1.789
47,1.827
48,1.844
49,1.881
50,1.974
51,2.048
52,2.063
53,2.109
54,2.187
55,2.203
56,2.250
57,2.328
58,2.376
59,2.394
60,2.414
61,2.432
62,2.449
63,2.494
64,2.571
65,2.586
66,2.632
67,2.648
68,2.663
69,2.678
70,2.693
71,2.745
72,2.823
73,2.868
74,2.940
75,2.987
76,3.061
77,3.076
78,3.094
79,3.140
80,3.216
81,3.266
82,3.342
83,3.387
84,3.460
85,3.476
86,3.524
87,3.598
88,3.642
89,3.714
90,3.757
91,3.824
92,3.838
93,3.852
94,3.868
95,3.882
96,3.896
97,3.910
98,3.947
99,4.042
100,4.114
101,4.159
102,4.232
103,4.277
104,4.344
105,4.383
106,4.445
107,4.480
108,4.535
109,4.570
110,4.624
111,4.666
112,4.678
113,4.693
114,4.706
115,4.720
116,4.733
117,4.747
118,4.761
119,4.775
120,4.788
121,4.803
122,4.817
123,4.831
124,4.845
125,4.859
126,4.872
127,4.886
128,4.902
129,4.938
130,4.990
131,5.022
132,5.036
133,5.049
134,5.061
135,5.095
136,5.151
137,5.186
138,5.241
139,5.274
140,5.328
141,5.363
142,5.417
143,5.449
144,5.504
145,5.539
146,5.597
147,5.631
148,5.701
149,5.729
150,5.767
151,5.810
152,5.864
153,5.902
154,5.992
155,6.056
156,6.093
157,6.153
158,6.190
159,6.247
160,6.282
161,6.338
162,6.372
163,6.426
164,6.458
165,6.512
166,6.543
167,6.591
168,6.618
169,6.662
170,6.673
171,6.699
172,6.745
173,6.754
174,6.782
175,6.826
176,6.852
177,6.896
178,6.906
179,6.933
180,6.983
181,7.018
182,7.080
183,7.119
184,7.177
185,7.212
186,7.275
187,7.309
188,7.364
189,7.398
190,7.462
191,7.479
192,7.523
193,7.595
194,7.615
195,7.659
196,7.731
197,7.748
198,7.790
199,7.864
200,7.910
201,7.985
202,8.026
203,8.096
204,8.141
205,8.214
206,8.256
207,8.319
208,8.335
209,8.376
210,8.439
211,8.454
212,8.497
213,8.594
214,8.660
215,8.675
216,8.691
217,8.706
218,8.720
