n,seconds
1,0.000
2,0.013
3,0.022
4,0.026
5,0.047
6,0.048
7,0.068
8,0.085
9,0.087
10,0.217
11,0.220
12,0.318
13,0.367
14,0.370
15,0.372
16,0.400
17,0.403
18,0.405
19,0.408
20,0.410
21,0.415
22,0.429
23,0.431
24,0.463
25,0.465
26,0.485
27,0.500
28,0.501
29,0.601
30,0.604
31,0.678
32,0.712
33,0.714
34,0.716
35,0.739
36,0.741
37,0.743
38,0.745
39,0.748
40,0.751
41,0.761
42,0.762
43,0.785
44,0.787
45,0.803
46,0.813
47,0.815
48,0.924
49,0.927
50,1.000
51,1.035
52,1.037
53,1.039
54,1.060
55,1.062
56,1.064
57,1.066
58,1.068
59,1.071
60,1.080
61,1.082
62,1.103
63,1.104
64,1.118
65,1.127
66,1.128
67,1.233
68,1.235
69,1.313
70,1.348
71,1.349
72,1.351
73,1.374
74,1.376
75,1.378
76,1.380
77,1.382
78,1.385
79,1.394
80,1.396
81,1.416
82,1.418
83,1.432
84,1.441
85,1.443
86,1.553
87,1.555
88,1.644
89,1.688
90,1.690
91,1.692
92,1.721
93,1.723
94,1.726
95,1.728
96,1.730
97,1.734
98,1.749
99,1.751
100,1.782
101,1.784
102,1.803
103,1.816
104,1.818
105,1.968
106,1.971
107,2.077
108,2.112
109,2.114
110,2.116
111,2.140
112,2.142
113,2.144
114,2.146
115,2.148
116,2.152
117,2.163
118,2.165
119,2.188
120,2.190
121,2.206
122,2.217
123,2.219
124,2.329
125,2.332
126,2.419
127,2.454
128,2.457
129,2.459
130,2.481
131,2.483
132,2.485
133,2.487
134,2.489
135,2.493
136,2.504
137,2.507
138,2.531
139,2.534
140,2.550
141,2.562
142,2.563
143,2.680
144,2.684
145,2.775
146,2.811
147,2.814
148,2.816
149,2.839
150,2.841
151,2.844
152,2.847
153,2.849
154,2.853
155,2.864
156,2.867
157,2.891
158,2.893
159,2.908
160,2.919
161,2.921
162,3.033
163,3.036
164,3.122
165,3.157
166,3.160
167,3.163
168,3.187
169,3.189
170,3.192
171,3.195
172,3.197
173,3.201
174,3.212
175,3.215
176,3.237
177,3.239
178,3.260
179,3.276
180,3.278
181,3.426
182,3.429
183,3.535
184,3.577
185,3.579
186,3.581
187,3.608
188,3.610
189,3.612
190,3.614
191,3.617
192,3.620
193,3.637
194,3.639
195,3.674
196,3.675
197,3.689
198,3.700
199,3.702
200,3.819
201,3.822
202,3.909
203,3.941
204,3.943
205,3.945
206,3.966
207,3.968
208,3.970
209,3.972
210,3.973
211,3.977
212,3.987
213,3.990
214,4.013
215,4.016
216,4.032
217,4.044
218,4.046
219,4.164
220,4.167
221,4.258
222,4.292
223,4.295
224,4.298
225,4.320
226,4.323
227,4.326
228,4.329
229,4.332
230,4.336
231,4.348
232,4.351
233,4.375
234,4.378
235,4.394
236,4.406
237,4.409
238,4.544
239,4.547
240,4.647
241,4.681
242,4.684
243,4.687
244,4.709
245,4.712
246,4.714
247,4.717
248,4.720
249,4.724
250,4.735
251,4.738
252,4.764
253,4.766
254,4.786
255,4.803
256,4.805
257,4.810
258,4.818
259,4.820
260,4.988
261,4.993
262,4.997
263,5.001
264,5.127
265,5.277
266,5.281
267,5.283
268,5.286
269,5.386
270,5.432
271,5.434
272,5.436
273,5.468
274,5.470
275,5.472
276,5.474
277,5.476
278,5.478
279,5.516
280,5.518
281,5.520
282,5.530
283,5.541
284,5.543
285,5.571
286,5.573
287,5.589
288,5.599
289,5.601
290,5.730
291,5.732
292,5.847
293,5.893
294,5.895
295,5.897
296,5.929
297,5.931
298,5.933
299,5.935
300,5.937
301,5.939
302,5.978
303,5.980
304,5.982
305,5.992
306,6.003
307,6.005
308,6.030
309,6.032
310,6.048
311,6.060
312,6.062
313,6.186
314,6.189
315,6.283
316,6.326
317,6.329
318,6.331
319,6.361
320,6.363
321,6.365
322,6.367
323,6.369
324,6.371
325,6.405
326,6.407
327,6.410
328,6.425
329,6.441
330,6.444
331,6.476
332,6.478
333,6.499
334,6.514
335,6.516
336,6.667
337,6.670
338,6.788
339,6.851
340,6.854
341,6.856
342,6.890
343,6.892
344,6.894
345,6.897
346,6.899
347,6.901
348,6.941
349,6.944
350,6.946
351,6.958
352,6.970
353,6.972
354,7.062
355,7.065
356,7.137
357,7.153
358,7.164
359,7.166
360,7.300
361,7.304
362,7.307
363,7.408
364,7.545
365,7.548
366,7.551
367,7.661
368,7.785
369,7.789
370,7.792
371,7.889
372,7.906
373,7.917
374,7.919
375,7.948
376,7.950
377,7.990
378,7.992
379,7.993
380,8.035
381,8.038
382,8.040
383,8.042
384,8.045
385,8.047
386,8.049
387,8.098
388,8.100
389,8.103
390,8.117
391,8.134
392,8.136
393,8.251
394,8.253
395,8.341
396,8.359
397,8.375
398,8.377
399,8.415
400,8.417
401,8.431
402,8.441
403,8.443
404,8.473
405,8.475
406,8.492
407,8.504
408,8.505
409,8.531
410,8.533
411,8.546
412,8.556
413,8.558
414,8.585
415,8.586
416,8.611
417,8.613
418,8.615
419,8.618
420,8.620
421,8.622
422,8.625
423,8.627
424,8.630
425,8.632
426,8.635
427,8.638
428,8.640
429,8.643
430,8.656
431,8.699
432,8.702
433,8.705
434,8.708
435,8.749
436,8.753
437,8.758
438,8.763
439,8.795
440,8.799
441,8.802
442,8.806
443,8.843
444,8.847
445,8.851
446,8.854
447,8.897
448,8.902
449,8.906
450,8.911
451,8.947
452,8.951
453,8.956
454,8.960
455,9.000
456,9.004
457,9.008
