n,seconds
1,0.000
2,0.033
3,0.058
4,0.076
5,0.084
6,0.101
7,0.136
8,0.169
9,0.193
10,0.201
11,0.216
12,0.241
13,0.257
14,0.280
15,0.289
16,0.300
17,0.306
18,0.312
19,0.317
20,0.323
21,0.336
22,0.353
23,0.364
24,0.382
25,0.393
26,0.417
27,0.422
28,0.434
29,0.458
30,0.475
31,0.481
32,0.492
33,0.509
34,0.515
35,0.526
36,0.545
37,0.551
38,0.564
39,0.570
40,0.576
41,0.582
42,0.588
43,0.600
44,0.618
45,0.632
46,0.651
47,0.665
48,0.671
49,0.685
50,0.709
51,0.727
52,0.733
53,0.744
54,0.763
55,0.769
56,0.781
57,0.799
58,0.810
59,0.816
60,0.822
61,0.827
62,0.833
63,0.844
64,0.862
65,0.868
66,0.879
67,0.885
68,0.890
69,0.896
70,0.902
71,0.915
72,0.933
73,0.946
74,0.965
75,0.979
76,0.998
77,1.004
78,1.010
79,1.023
80,1.041
81,1.053
82,1.073
83,1.085
84,1.104
85,1.110
86,1.123
87,1.143
88,1.155
89,1.182
90,1.202
91,1.233
92,1.242
93,1.251
94,1.259
95,1.267
96,1.275
97,1.283
98,1.300
99,1.338
100,1.366
101,1.385
102,1.415
103,1.433
104,1.463
105,1.481
106,1.512
107,1.532
108,1.566
109,1.579
110,1.600
111,1.619
112,1.627
113,1.634
114,1.641
115,1.648
116,1.655
117,1.662
118,1.669
119,1.676
120,1.683
121,1.689
122,1.696
123,1.703
124,1.710
125,1.717
126,1.724
127,1.731
128,1.738
129,1.750
130,1.770
131,1.783
132,1.789
133,1.796
134,1.802
135,1.815
136,1.836
137,1.850
138,1.871
139,1.885
140,1.906
141,1.920
142,1.944
143,1.960
144,1.982
145,1.996
146,2.019
147,2.034
148,2.062
149,2.072
150,2.081
151,2.093
152,2.113
153,2.127
154,2.157
155,2.178
156,2.191
157,2.210
158,2.223
159,2.241
160,2.254
161,2.274
162,2.286
163,2.307
164,2.320
165,2.339
166,2.352
167,2.371
168,2.384
169,2.405
170,2.411
171,2.424
172,2.445
173,2.452
174,2.472
175,2.504
176,2.525
177,2.555
178,2.564
179,2.582
180,2.610
181,2.628
182,2.656
183,2.675
184,2.705
185,2.723
186,2.752
187,2.770
188,2.798
189,2.820
190,2.854
191,2.860
192,2.873
193,2.895
194,2.902
195,2.918
196,2.939
197,2.945
198,2.958
199,2.979
200,2.992
201,3.013
202,3.026
203,3.047
204,3.060
205,3.081
206,3.094
207,3.114
208,3.121
209,3.134
210,3.154
211,3.161
212,3.176
213,3.206
214,3.227
215,3.233
216,3.239
217,3.245
218,3.252
219,3.258
220,3.265
221,3.279
222,3.308
223,3.337
224,3.366
225,3.395
226,3.424
227,3.453
228,3.482
229,3.503
230,3.510
231,3.532
232,3.566
233,3.574
234,3.583
235,3.591
236,3.599
237,3.608
238,3.615
239,3.624
240,3.632
241,3.640
242,3.649
243,3.664
244,3.690
245,3.705
246,3.739
247,3.763
248,3.800
249,3.821
250,3.857
251,3.881
252,3.917
253,3.941
254,3.978
255,3.999
256,4.035
257,4.053
258,4.087
259,4.109
260,4.133
261,4.147
262,4.171
263,4.179
264,4.193
265,4.215
266,4.221
267,4.228
268,4.244
269,4.269
270,4.276
271,4.289
272,4.311
273,4.317
