n,seconds
1,0.000
2,0.004
3,0.008
4,0.012
5,0.014
6,0.018
7,0.021
8,0.026
9,0.029
10,0.030
11,0.034
12,0.037
13,0.041
14,0.045
15,0.045
16,0.047
17,0.047
18,0.048
19,0.049
20,0.049
21,0.050
22,0.054
23,0.055
24,0.059
25,0.062
26,0.067
27,0.069
28,0.073
29,0.077
30,0.081
31,0.081
32,0.082
33,0.085
34,0.085
35,0.086
36,0.089
37,0.090
38,0.091
39,0.091
40,0.092
41,0.093
42,0.094
43,0.095
44,0.098
45,0.100
46,0.103
47,0.106
48,0.108
49,0.110
50,0.115
51,0.119
52,0.119
53,0.120
54,0.123
55,0.124
56,0.127
57,0.131
58,0.135
59,0.137
60,0.137
61,0.138
62,0.139
63,0.140
64,0.143
65,0.144
66,0.145
67,0.146
68,0.146
69,0.147
70,0.148
71,0.149
72,0.153
73,0.154
74,0.158
75,0.160
76,0.164
77,0.165
78,0.166
79,0.170
80,0.174
81,0.179
82,0.183
83,0.186
84,0.191
85,0.191
86,0.196
87,0.200
88,0.203
89,0.207
90,0.209
91,0.212
92,0.213
93,0.214
94,0.214
95,0.215
96,0.215
97,0.216
98,0.217
99,0.223
100,0.226
101,0.229
102,0.231
103,0.234
104,0.237
105,0.240
106,0.243
107,0.246
108,0.248
109,0.251
110,0.254
111,0.261
112,0.262
113,0.263
114,0.263
115,0.264
116,0.265
117,0.265
118,0.266
119,0.267
120,0.268
121,0.268
122,0.269
123,0.270
124,0.271
125,0.271
126,0.272
127,0.273
128,0.274
129,0.277
130,0.279
131,0.283
132,0.284
133,0.285
134,0.286
135,0.289
136,0.291
137,0.295
138,0.297
139,0.300
140,0.302
141,0.306
142,0.308
143,0.311
144,0.313
145,0.314
146,0.316
147,0.317
148,0.319
149,0.320
150,0.321
151,0.321
152,0.323
153,0.327
154,0.332
155,0.335
156,0.338
157,0.340
158,0.344
159,0.346
160,0.349
161,0.352
162,0.353
163,0.354
164,0.355
165,0.356
166,0.357
167,0.358
168,0.359
169,0.360
170,0.361
171,0.362
172,0.363
173,0.364
174,0.365
175,0.366
176,0.367
177,0.369
178,0.370
179,0.371
180,0.372
181,0.373
182,0.374
183,0.375
184,0.377
185,0.378
186,0.379
187,0.380
188,0.381
189,0.382
190,0.383
191,0.384
192,0.385
193,0.386
194,0.387
195,0.388
196,0.389
197,0.390
198,0.391
199,0.392
200,0.393
201,0.395
202,0.396
203,0.397
204,0.398
205,0.399
206,0.400
207,0.402
208,0.403
209,0.403
210,0.405
211,0.406
212,0.414
213,0.421
214,0.425
215,0.426
216,0.426
217,0.427
218,0.428
219,0.428
220,0.429
221,0.433
222,0.439
223,0.445
224,0.451
225,0.457
226,0.464
227,0.471
228,0.477
229,0.481
230,0.481
231,0.489
232,0.496
233,0.497
234,0.498
235,0.499
236,0.500
237,0.501
238,0.503
239,0.504
240,0.505
241,0.506
242,0.507
243,0.512
244,0.516
245,0.519
246,0.522
247,0.525
248,0.529
249,0.532
250,0.535
251,0.540
252,0.544
253,0.548
254,0.552
255,0.557
256,0.561
257,0.564
258,0.568
259,0.572
260,0.575
261,0.577
262,0.581
263,0.582
264,0.583
265,0.587
266,0.587
267,0.588
268,0.591
269,0.595
270,0.596
271,0.598
272,0.601
273,0.602
274,0.603
275,0.607
276,0.607
277,0.608
278,0.610
279,0.613
280,0.614
281,0.619
282,0.623
283,0.626
284,0.629
285,0.630
286,0.634
287,0.638
288,0.638
289,0.642
290,0.645
291,0.648
292,0.651
293,0.652
294,0.654
295,0.657
296,0.658
297,0.661
298,0.665
299,0.666
300,0.670
301,0.675
302,0.675
303,0.676
304,0.681
305,0.685
306,0.686
307,0.688
308,0.691
309,0.692
310,0.693
311,0.693
312,0.694
313,0.699
314,0.703
315,0.706
316,0.710
317,0.712
318,0.715
319,0.716
320,0.717
321,0.721
322,0.723
323,0.728
324,0.729
325,0.731
326,0.735
327,0.735
328,0.740
329,0.744
330,0.749
331,0.752
332,0.756
333,0.760
334,0.761
335,0.765
336,0.768
337,0.770
338,0.774
339,0.774
340,0.776
341,0.779
342,0.782
343,0.786
344,0.787
345,0.789
346,0.793
347,0.794
348,0.799
349,0.803
350,0.808
351,0.812
352,0.815
353,0.819
354,0.820
355,0.824
356,0.828
357,0.829
358,0.830
359,0.834
360,0.837
361,0.838
362,0.839
363,0.839
364,0.840
365,0.841
366,0.841
367,0.845
368,0.851
369,0.858
370,0.865
371,0.871
372,0.878
373,0.882
374,0.882
375,0.886
376,0.890
377,0.891
378,0.896
379,0.900
380,0.904
381,0.908
382,0.912
383,0.916
384,0.918
385,0.922
386,0.923
387,0.925
388,0.929
389,0.929
390,0.930
391,0.933
392,0.938
393,0.939
394,0.941
395,0.945
396,0.946
397,0.948
398,0.952
399,0.953
400,0.953
401,0.955
402,0.960
403,0.961
404,0.961
405,0.965
406,0.969
407,0.970
408,0.972
409,0.976
410,0.981
411,0.986
412,0.987
413,0.991
414,0.994
415,0.997
416,1.000
417,1.001
418,1.003
419,1.007
420,1.008
421,1.008
422,1.012
423,1.016
424,1.017
425,1.022
426,1.026
427,1.027
428,1.028
429,1.032
430,1.036
431,1.036
432,1.041
433,1.046
434,1.046
435,1.047
436,1.051
437,1.055
438,1.057
439,1.060
440,1.065
441,1.070
442,1.071
443,1.075
444,1.079
445,1.080
446,1.082
