n,seconds
1,0.000
2,0.013
3,0.023
4,0.026
5,0.049
6,0.051
7,0.066
8,0.076
9,0.078
10,0.181
11,0.183
12,0.256
13,0.290
14,0.292
15,0.294
16,0.327
17,0.329
18,0.332
19,0.372
20,0.372
21,0.372
22,0.372
23,0.372
24,0.391
25,0.393
26,0.414
27,0.426
28,0.428
29,0.558
30,0.561
31,0.669
32,0.714
33,0.717
34,0.720
35,0.749
36,0.752
37,0.754
38,0.757
39,0.759
40,0.764
41,0.777
42,0.778
43,0.802
44,0.804
45,0.818
46,0.828
47,0.830
48,0.935
49,0.938
50,1.019
51,1.053
52,1.056
53,1.058
54,1.080
55,1.082
56,1.084
57,1.086
58,1.088
59,1.092
60,1.103
61,1.105
62,1.125
63,1.127
64,1.140
65,1.150
66,1.152
67,1.266
68,1.269
69,1.354
70,1.389
71,1.391
72,1.393
73,1.416
74,1.418
75,1.421
76,1.423
77,1.425
78,1.428
79,1.438
80,1.440
81,1.461
82,1.463
83,1.477
84,1.487
85,1.489
86,1.605
87,1.608
88,1.694
89,1.726
90,1.729
91,1.731
92,1.755
93,1.757
94,1.759
95,1.761
96,1.763
97,1.766
98,1.777
99,1.779
100,1.801
101,1.803
102,1.816
103,1.825
104,1.827
105,1.936
106,1.938
107,2.045
108,2.087
109,2.089
110,2.092
111,2.121
112,2.123
113,2.125
114,2.128
115,2.130
116,2.135
117,2.150
118,2.152
119,2.182
120,2.184
121,2.205
122,2.221
123,2.223
124,2.370
125,2.374
126,2.475
127,2.513
128,2.515
129,2.517
130,2.538
131,2.540
132,2.542
133,2.544
134,2.546
135,2.549
136,2.561
137,2.563
138,2.585
139,2.587
140,2.600
141,2.611
142,2.613
143,2.725
144,2.727
145,2.817
146,2.851
147,2.854
148,2.856
149,2.878
150,2.880
151,2.882
152,2.884
153,2.886
154,2.890
155,2.901
156,2.903
157,2.925
158,2.928
159,2.941
160,2.953
161,2.955
162,3.077
163,3.080
164,3.173
165,3.208
166,3.211
167,3.213
168,3.235
169,3.238
170,3.240
171,3.242
172,3.244
173,3.247
174,3.258
175,3.260
176,3.282
177,3.284
178,3.298
179,3.308
180,3.310
181,3.430
182,3.433
183,3.535
184,3.571
185,3.573
186,3.575
187,3.597
188,3.599
189,3.602
190,3.603
191,3.605
192,3.608
193,3.624
194,3.627
195,3.663
196,3.666
197,3.687
198,3.707
199,3.710
200,3.880
201,3.883
202,4.010
203,4.057
204,4.060
205,4.063
206,4.096
207,4.099
208,4.102
209,4.105
210,4.107
211,4.113
212,4.124
213,4.126
214,4.151
215,4.153
216,4.169
217,4.181
218,4.183
219,4.310
220,4.312
221,4.410
222,4.460
223,4.461
224,4.461
225,4.472
226,4.474
227,4.476
228,4.478
229,4.480
230,4.484
231,4.495
232,4.498
233,4.522
234,4.524
235,4.538
236,4.548
237,4.550
238,4.677
239,4.680
240,4.788
241,4.826
242,4.829
243,4.832
244,4.856
245,4.859
246,4.862
247,4.866
248,4.869
249,4.873
250,4.886
251,4.889
252,4.921
253,4.924
254,4.942
255,4.958
256,4.961
257,4.968
258,4.977
259,4.980
260,5.125
261,5.130
262,5.134
263,5.138
264,5.251
265,5.388
266,5.392
267,5.395
268,5.398
269,5.532
270,5.606
271,5.610
272,5.613
273,5.665
274,5.668
275,5.671
276,5.673
277,5.676
278,5.679
279,5.738
280,5.741
281,5.743
282,5.758
283,5.776
284,5.779
285,5.822
286,5.825
287,5.851
288,5.867
289,5.869
290,6.011
291,6.014
292,6.126
293,6.180
294,6.182
295,6.185
296,6.224
297,6.226
298,6.228
299,6.230
300,6.232
301,6.234
302,6.276
303,6.278
304,6.280
305,6.291
306,6.303
307,6.305
308,6.333
309,6.335
310,6.352
311,6.364
312,6.367
313,6.516
314,6.519
315,6.638
316,6.688
317,6.691
318,6.693
319,6.731
320,6.733
321,6.736
322,6.738
323,6.741
324,6.743
325,6.788
326,6.790
327,6.793
328,6.804
329,6.817
330,6.819
331,6.846
332,6.849
333,6.865
334,6.877
335,6.880
336,7.023
337,7.026
338,7.138
339,7.200
340,7.202
341,7.205
342,7.252
343,7.255
344,7.258
345,7.260
346,7.263
347,7.266
348,7.323
349,7.326
350,7.329
351,7.344
352,7.362
353,7.364
354,7.504
355,7.508
356,7.620
357,7.648
358,7.671
359,7.674
360,7.817
361,7.821
362,7.824
363,7.928
364,8.080
365,8.084
366,8.087
367,8.213
368,8.340
369,8.345
370,8.347
371,8.456
372,8.474
373,8.486
374,8.488
375,8.520
376,8.522
377,8.568
378,8.571
379,8.573
380,8.611
381,8.614
382,8.616
383,8.618
384,8.620
385,8.623
386,8.625
387,8.671
388,8.674
389,8.676
390,8.688
391,8.700
392,8.702
393,8.804
394,8.806
395,8.881
396,8.896
397,8.905
398,8.907
399,8.946
400,8.949
401,8.967
402,8.987
403,8.987
404,9.026
405,9.028
406,9.047
407,9.064
408,9.066
409,9.102
410,9.104
411,9.124
412,9.140
413,9.142
414,9.182
415,9.184
416,9.221
417,9.224
418,9.227
419,9.230
420,9.233
421,9.236
422,9.240
423,9.244
424,9.248
425,9.252
426,9.256
427,9.260
428,9.265
429,9.269
430,9.293
431,9.347
432,9.350
433,9.354
434,9.357
435,9.408
436,9.413
437,9.418
438,9.423
439,9.453
440,9.457
441,9.461
442,9.464
443,9.500
444,9.504
445,9.509
446,9.512
447,9.557
448,9.564
449,9.569
450,9.575
451,9.609
452,9.613
453,9.616
454,9.620
455,9.655
456,9.658
457,9.663
