n,seconds
1,0.000
2,0.033
3,0.048
4,0.052
5,0.108
6,0.111
7,0.155
8,0.169
9,0.172
10,0.321
11,0.325
12,0.397
13,0.449
14,0.451
15,0.453
16,0.477
17,0.479
18,0.481
19,0.483
20,0.485
21,0.488
22,0.497
23,0.498
24,0.539
25,0.541
26,0.573
27,0.582
28,0.584
29,0.696
30,0.699
31,0.769
32,0.819
33,0.821
34,0.823
35,0.845
36,0.847
37,0.849
38,0.851
39,0.853
40,0.856
41,0.865
42,0.867
43,0.909
44,0.911
45,0.942
46,0.950
47,0.952
48,1.071
49,1.074
50,1.143
51,1.195
52,1.197
53,1.199
54,1.222
55,1.224
56,1.227
57,1.228
58,1.230
59,1.234
60,1.242
61,1.244
62,1.286
63,1.288
64,1.320
65,1.328
66,1.330
67,1.449
68,1.452
69,1.535
70,1.602
71,1.605
72,1.607
73,1.637
74,1.640
75,1.642
76,1.645
77,1.647
78,1.651
79,1.665
80,1.667
81,1.721
82,1.723
83,1.767
84,1.786
85,1.790
86,1.997
87,2.001
88,2.079
89,2.132
90,2.134
91,2.136
92,2.159
93,2.161
94,2.163
95,2.165
96,2.167
97,2.170
98,2.179
99,2.180
100,2.223
101,2.225
102,2.257
103,2.266
104,2.268
105,2.398
106,2.401
107,2.523
108,2.610
109,2.615
110,2.620
111,2.679
112,2.684
113,2.689
114,2.693
115,2.697
116,2.704
117,2.723
118,2.727
119,2.782
120,2.785
121,2.825
122,2.840
123,2.843
124,2.989
125,2.992
126,3.070
127,3.122
128,3.125
129,3.127
130,3.150
131,3.153
132,3.155
133,3.157
134,3.160
135,3.163
136,3.173
137,3.175
138,3.219
139,3.222
140,3.255
141,3.265
142,3.267
143,3.396
144,3.399
145,3.484
146,3.552
147,3.554
148,3.557
149,3.589
150,3.591
151,3.594
152,3.596
153,3.599
154,3.603
155,3.620
156,3.623
157,3.684
158,3.687
159,3.730
160,3.746
161,3.748
162,3.930
163,3.933
164,4.015
165,4.070
166,4.073
167,4.075
168,4.098
169,4.103
170,4.105
171,4.108
172,4.111
173,4.115
174,4.125
175,4.127
176,4.176
177,4.179
178,4.219
179,4.229
180,4.233
181,4.385
182,4.389
183,4.482
184,4.542
185,4.546
186,4.548
187,4.576
188,4.579
189,4.582
190,4.584
191,4.587
192,4.592
193,4.603
194,4.605
195,4.658
196,4.661
197,4.699
198,4.710
199,4.712
200,4.872
201,4.876
202,4.965
203,5.021
204,5.024
205,5.028
206,5.053
207,5.056
208,5.059
209,5.061
210,5.064
211,5.068
212,5.079
213,5.082
214,5.136
215,5.139
216,5.180
217,5.190
218,5.193
219,5.376
220,5.379
221,5.489
222,5.557
223,5.559
224,5.562
225,5.593
226,5.595
227,5.598
228,5.600
229,5.602
230,5.606
231,5.621
232,5.623
233,5.688
234,5.691
235,5.743
236,5.756
237,5.758
238,5.918
239,5.920
240,6.014
241,6.067
242,6.069
243,6.071
244,6.093
245,6.095
246,6.097
247,6.099
248,6.101
249,6.105
250,6.114
251,6.116
252,6.170
253,6.172
254,6.208
255,6.217
256,6.219
257,6.222
258,6.228
259,6.229
260,6.385
261,6.389
262,6.392
263,6.395
264,6.491
265,6.652
266,6.656
267,6.658
268,6.661
269,6.751
270,6.815
271,6.817
272,6.819
273,6.850
