n,seconds
1,0.000
2,0.003
3,0.006
4,0.012
5,0.013
6,0.016
7,0.021
8,0.025
9,0.028
10,0.030
11,0.034
12,0.037
13,0.042
14,0.045
15,0.046
16,0.049
17,0.050
18,0.052
19,0.053
20,0.055
21,0.058
22,0.061
23,0.065
24,0.067
25,0.071
26,0.076
27,0.077
28,0.080
29,0.085
30,0.087
31,0.088
32,0.091
33,0.093
34,0.094
35,0.097
36,0.099
37,0.100
38,0.103
39,0.104
40,0.105
41,0.106
42,0.108
43,0.110
44,0.113
45,0.115
46,0.118
47,0.121
48,0.122
49,0.126
50,0.130
51,0.132
52,0.134
53,0.136
54,0.139
55,0.140
56,0.144
57,0.147
58,0.151
59,0.152
60,0.153
61,0.155
62,0.156
63,0.158
64,0.161
65,0.163
66,0.165
67,0.166
68,0.168
69,0.169
70,0.170
71,0.173
72,0.175
73,0.178
74,0.180
75,0.183
76,0.187
77,0.189
78,0.191
79,0.196
80,0.199
81,0.204
82,0.208
83,0.212
84,0.216
85,0.217
86,0.222
87,0.227
88,0.230
89,0.233
90,0.236
91,0.239
92,0.241
93,0.242
94,0.244
95,0.245
96,0.247
97,0.248
98,0.251
99,0.256
100,0.258
101,0.262
102,0.264
103,0.268
104,0.270
105,0.273
106,0.276
107,0.279
108,0.282
109,0.286
110,0.288
111,0.294
112,0.296
113,0.299
114,0.301
115,0.304
116,0.306
117,0.309
118,0.311
119,0.314
120,0.316
121,0.319
122,0.321
123,0.324
124,0.327
125,0.329
126,0.332
127,0.335
128,0.338
129,0.341
130,0.343
131,0.347
132,0.348
133,0.350
134,0.352
135,0.356
136,0.358
137,0.362
138,0.364
139,0.368
140,0.370
141,0.373
142,0.375
143,0.379
144,0.381
145,0.383
146,0.385
147,0.388
148,0.390
149,0.391
150,0.393
151,0.395
152,0.396
153,0.401
154,0.405
155,0.408
156,0.411
157,0.414
158,0.418
159,0.420
160,0.423
161,0.425
162,0.428
163,0.429
164,0.431
165,0.433
166,0.434
167,0.437
168,0.440
169,0.444
170,0.446
171,0.449
172,0.452
173,0.454
174,0.457
175,0.460
176,0.464
177,0.466
178,0.468
179,0.471
180,0.474
181,0.477
182,0.480
183,0.483
184,0.485
185,0.488
186,0.491
187,0.494
188,0.496
189,0.499
190,0.502
191,0.504
192,0.507
193,0.510
194,0.512
195,0.515
196,0.518
197,0.520
198,0.523
199,0.526
200,0.529
201,0.532
202,0.534
203,0.537
204,0.540
205,0.543
206,0.546
207,0.549
208,0.551
209,0.554
210,0.557
211,0.559
212,0.566
213,0.577
214,0.584
215,0.586
216,0.588
217,0.590
