n,seconds
1,0.000
2,0.032
3,0.048
4,0.051
5,0.104
6,0.106
7,0.148
8,0.162
9,0.164
10,0.312
11,0.315
12,0.385
13,0.435
14,0.437
15,0.440
16,0.462
17,0.464
18,0.466
19,0.468
20,0.470
21,0.475
22,0.484
23,0.485
24,0.524
25,0.526
26,0.558
27,0.566
28,0.568
29,0.677
30,0.680
31,0.748
32,0.798
33,0.801
34,0.802
35,0.824
36,0.827
37,0.828
38,0.830
39,0.832
40,0.835
41,0.843
42,0.845
43,0.885
44,0.887
45,0.917
46,0.925
47,0.927
48,1.037
49,1.040
50,1.107
51,1.157
52,1.159
53,1.161
54,1.183
55,1.185
56,1.188
57,1.190
58,1.192
59,1.195
60,1.203
61,1.205
62,1.244
63,1.246
64,1.277
65,1.285
66,1.288
67,1.408
68,1.410
69,1.494
70,1.560
71,1.563
72,1.565
73,1.596
74,1.599
75,1.602
76,1.604
77,1.607
78,1.611
79,1.625
80,1.627
81,1.681
82,1.684
83,1.725
84,1.739
85,1.741
86,1.910
87,1.914
88,1.988
89,2.038
90,2.040
91,2.042
92,2.066
93,2.068
94,2.070
95,2.072
96,2.074
97,2.077
98,2.085
99,2.087
100,2.127
101,2.129
102,2.160
103,2.168
104,2.171
105,2.302
106,2.305
107,2.440
108,2.530
109,2.534
110,2.538
111,2.578
112,2.582
113,2.585
114,2.588
115,2.591
116,2.596
117,2.610
118,2.613
119,2.668
120,2.671
121,2.709
122,2.723
123,2.726
124,2.861
125,2.864
126,2.940
127,2.992
128,2.995
129,2.998
130,3.023
131,3.026
132,3.029
133,3.031
134,3.034
135,3.038
136,3.049
137,3.052
138,3.095
139,3.098
140,3.130
141,3.141
142,3.144
143,3.271
144,3.274
145,3.359
146,3.425
147,3.428
148,3.430
149,3.465
150,3.467
151,3.470
152,3.472
153,3.475
154,3.479
155,3.495
156,3.497
157,3.555
158,3.557
159,3.599
160,3.614
161,3.617
162,3.790
163,3.793
164,3.872
165,3.926
166,3.928
167,3.930
168,3.954
169,3.957
170,3.960
171,3.963
172,3.965
173,3.969
174,3.979
175,3.982
176,4.028
177,4.031
178,4.066
179,4.076
180,4.079
181,4.223
182,4.226
183,4.315
184,4.370
185,4.373
186,4.376
187,4.403
188,4.407
189,4.410
190,4.413
191,4.415
192,4.420
193,4.430
194,4.433
195,4.482
196,4.485
197,4.519
198,4.530
199,4.532
200,4.675
201,4.679
202,4.764
203,4.817
204,4.819
205,4.822
206,4.846
207,4.849
208,4.852
209,4.854
210,4.857
211,4.861
212,4.871
213,4.874
214,4.922
215,4.924
216,4.958
217,4.969
218,4.971
219,5.142
220,5.145
221,5.253
222,5.318
223,5.321
224,5.323
225,5.355
226,5.357
227,5.360
228,5.362
229,5.364
230,5.368
231,5.383
232,5.385
233,5.450
234,5.453
235,5.504
236,5.517
237,5.519
238,5.672
239,5.675
240,5.759
241,5.810
242,5.812
243,5.814
244,5.837
245,5.839
246,5.841
247,5.843
248,5.845
249,5.849
250,5.858
251,5.860
252,5.912
253,5.914
254,5.948
255,5.957
256,5.959
257,5.962
258,5.968
259,5.969
260,6.121
261,6.124
262,6.127
263,6.130
264,6.225
265,6.369
266,6.372
267,6.374
268,6.376
269,6.466
270,6.533
271,6.536
272,6.538
273,6.572
274,6.575
275,6.577
276,6.580
277,6.582
278,6.584
279,6.640
280,6.642
281,6.644
282,6.669
283,6.681
284,6.683
285,6.742
286,6.746
287,6.796
288,6.814
289,6.817
290,7.040
291,7.043
292,7.166
293,7.268
294,7.271
295,7.274
296,7.314
297,7.317
298,7.319
299,7.322
300,7.324
301,7.326
302,7.388
303,7.390
304,7.393
305,7.421
306,7.432
307,7.435
308,7.494
309,7.497
310,7.538
311,7.550
312,7.552
313,7.724
314,7.727
315,7.832
316,7.913
317,7.916
318,7.918
319,7.956
320,7.958
321,7.961
322,7.963
323,7.965
324,7.967
325,8.029
326,8.032
327,8.034
328,8.062
329,8.074
330,8.076
331,8.138
332,8.140
333,8.182
334,8.194
335,8.197
336,8.383
337,8.386
338,8.490
339,8.565
340,8.568
341,8.570
342,8.607
343,8.609
344,8.611
345,8.613
346,8.615
347,8.618
348,8.676
349,8.679
350,8.681
351,8.705
352,8.721
353,8.724
354,8.889
355,8.893
356,8.991
357,9.044
358,9.061
359,9.064
360,9.269
361,9.273
362,9.276
363,9.377
364,9.559
365,9.563
366,9.566
367,9.675
368,9.835
369,9.838
370,9.841
371,9.940
372,9.982
373,9.993
374,9.995
375,10.065
376,10.068
377,10.140
378,10.143
379,10.146
380,10.183
381,10.185
382,10.188
383,10.190
384,10.192
385,10.194
386,10.197
387,10.260
388,10.263
389,10.265
390,10.293
391,10.304
392,10.306
393,10.429
394,10.433
395,10.510
396,10.548
397,10.564
398,10.566
399,10.654
400,10.656
401,10.712
402,10.731
403,10.733
404,10.819
405,10.822
406,10.875
407,10.891
408,10.894
409,10.982
410,10.985
411,11.040
412,11.060
413,11.064
414,11.140
415,11.142
416,11.197
417,11.200
418,11.203
419,11.205
420,11.208
421,11.211
422,11.213
423,11.216
424,11.218
425,11.221
426,11.224
427,11.226
428,11.229
429,11.232
430,11.259
431,11.342
432,11.346
433,11.350
434,11.353
435,11.438
436,11.443
437,11.449
438,11.453
439,11.516
440,11.519
441,11.523
442,11.527
443,11.596
444,11.600
445,11.604
446,11.607
447,11.690
448,11.695
449,11.700
450,11.704
451,11.770
452,11.774
453,11.778
454,11.782
455,11.855
456,11.859
457,11.863
458,11.867
459,11.938
460,11.942
461,11.946
462,11.949
463,11.998
464,12.017
465,12.020
466,12.031
467,12.052
468,12.128
469,12.132
470,12.135
471,12.139
472,12.212
473,12.216
474,12.219
475,12.223
476,12.290
477,12.294
478,12.299
479,12.303
480,12.372
481,12.377
482,12.381
483,12.386
484,12.437
485,12.440
486,12.443
487,12.445
488,12.448
489,12.451
490,12.455
491,12.459
492,12.463
493,12.467
494,12.470
495,12.474
496,12.479
497,12.483
498,12.518
499,12.628
500,12.633
501,12.638
502,12.642
503,12.754
504,12.761
505,12.768
506,12.774
507,12.862
508,12.867
509,12.871
510,12.875
511,12.972
512,12.978
513,12.983
514,12.988
515,13.087
516,13.091
517,13.096
518,13.101
519,13.174
520,13.177
521,13.181
522,13.184
523,13.259
524,13.263
525,13.267
526,13.270
527,13.347
528,13.351
529,13.355
530,13.359
531,13.406
532,13.425
533,13.428
534,13.440
535,13.460
536,13.536
537,13.541
538,13.546
539,13.550
540,13.624
541,13.629
542,13.634
543,13.638
544,13.710
545,13.715
546,13.720
547,13.724
548,13.796
549,13.801
550,13.806
551,13.811
552,13.894
553,13.946
554,13.950
555,13.954
556,13.958
557,13.962
558,13.966
559,13.970
560,13.975
561,13.979
562,13.983
563,13.988
564,13.993
565,13.997
566,14.001
567,14.081
568,14.085
569,14.089
570,14.171
571,14.175
572,14.179
573,14.260
574,14.264
575,14.268
576,14.347
577,14.352
578,14.356
579,14.437
580,14.441
581,14.444
582,14.549
583,14.554
584,14.557
585,14.656
586,14.723
587,14.726
588,14.729
589,14.732
590,14.735
591,14.737
592,14.740
593,14.743
594,14.745
595,14.748
596,14.751
597,14.754
598,14.757
599,14.760
600,14.764
601,14.767
602,14.771
603,14.774
604,14.777
605,14.781
606,14.784
607,14.818
608,14.885
609,14.993
610,14.996
611,14.999
612,15.001
613,15.080
614,15.084
615,15.087
616,15.090
617,15.172
618,15.175
619,15.179
620,15.182
621,15.260
622,15.263
623,15.266
624,15.269
625,15.346
626,15.349
627,15.352
628,15.355
629,15.430
630,15.434
631,15.439
632,15.443
633,15.519
634,15.524
