n,seconds
1,0.000
2,0.083
3,0.311
4,0.848
5,1.271
6,1.652
7,1.818
8,2.097
9,2.365
10,2.687
11,2.847
12,3.148
13,3.243
14,3.333
15,3.526
16,3.792
17,3.953
18,4.317
19,4.404
20,4.841
21,5.835
22,6.166
23,6.326
24,6.600
25,6.666
26,6.967
27,7.543
28,7.808
29,7.981
30,8.429
31,8.661
32,9.081
33,9.150
34,9.223
35,9.291
36,9.466
37,9.925
38,10.209
39,10.532
40,10.618
41,10.710
42,10.789
43,10.867
44,10.941
45,11.017
46,11.090
47,11.193
48,11.301
49,11.421
50,11.590
51,11.752
52,11.919
53,12.048
54,12.130
55,12.336
56,12.729
57,13.009
58,13.110
59,13.363
60,13.853
61,14.057
62,14.359
63,14.576
64,14.857
65,14.956
66,15.066
67,15.304
68,15.866
69,16.088
70,16.353
71,16.548
72,16.809
73,17.006
74,17.543
75,17.948
76,18.321
77,18.487
78,18.838
79,19.011
80,19.304
81,19.405
82,19.654
83,20.395
84,20.635
85,20.933
86,21.099
87,21.415
88,21.580
89,21.902
90,22.174
91,22.900
92,23.134
93,23.486
94,23.655
95,24.020
96,24.191
97,24.468
98,24.695
99,25.155
100,25.612
101,26.074
102,26.222
103,26.475
104,26.753
105,26.855
106,26.918
107,26.976
108,27.034
109,27.211
110,27.533
111,27.772
112,27.867
113,28.005
114,28.177
115,28.353
116,28.530
117,28.703
118,28.848
119,28.939
120,29.008
121,29.122
122,29.233
123,29.298
124,29.363
125,29.429
126,29.582
127,30.075
128,30.444
129,30.911
130,31.423
131,31.592
132,32.016
133,32.400
134,32.555
135,32.820
136,33.064
137,33.416
138,33.580
139,33.834
140,33.898
141,34.129
142,34.524
143,34.945
144,35.598
145,35.838
146,36.116
147,36.190
148,36.257
149,36.323
150,36.390
151,36.484
152,36.578
153,36.818
154,37.090
155,37.151
156,37.215
157,37.277
158,37.429
159,37.783
160,37.880
161,37.978
162,38.242
163,38.988
164,39.128
165,39.223
166,39.287
167,39.358
168,39.614
169,39.879
170,40.045
171,40.406
172,40.518
173,40.601
174,40.777
175,41.038
176,41.102
177,41.164
178,41.229
179,41.293
180,41.545
181,41.976
182,42.334
183,43.034
184,43.121
185,43.184
186,43.247
187,43.509
188,43.778
189,43.930
190,44.222
191,44.311
192,44.396
193,44.475
194,44.651
195,44.924
196,45.074
197,45.394
198,45.491
199,45.585
200,45.677
201,45.929
202,46.620
203,47.013
204,47.375
205,47.513
206,47.576
207,47.640
208,47.811
209,48.094
210,48.322
211,48.407
212,48.498
213,48.594
214,48.690
215,48.758
216,48.830
217,49.011
218,49.298
219,49.457
220,49.821
221,49.919
222,50.015
223,50.252
224,50.872
225,51.051
226,51.218
227,51.583
228,51.640
229,51.697
230,51.756
231,51.872
232,52.079
233,52.139
234,52.195
235,52.251
236,52.402
237,52.660
238,52.873
239,53.207
240,53.404
241,53.462
242,53.520
243,53.576
244,53.632
245,53.688
246,53.830
247,53.888
248,53.945
249,54.002
250,54.169
251,54.548
252,54.765
253,55.226
254,55.879
