n,seconds
1,0.000
2,0.005
3,0.113
4,0.209
5,0.290
6,0.303
7,0.372
8,0.389
9,0.456
10,0.484
11,0.583
12,0.607
13,0.616
14,0.625
15,0.687
16,0.700
17,0.751
18,0.765
19,0.770
20,0.873
21,0.967
22,0.982
23,1.039
24,1.052
25,1.057
26,1.135
27,1.215
28,1.227
29,1.308
30,1.328
31,1.408
32,1.491
33,1.505
34,1.512
35,1.517
36,1.568
37,1.582
38,1.651
39,1.681
40,1.688
41,1.694
42,1.700
43,1.707
44,1.713
45,1.720
46,1.727
47,1.734
48,1.742
49,1.749
50,1.756
51,1.764
52,1.772
53,1.780
54,1.788
55,1.842
56,1.917
57,1.950
58,1.960
59,2.040
60,2.072
61,2.144
62,2.169
63,2.244
64,2.267
65,2.273
66,2.279
67,2.342
68,2.361
69,2.420
70,2.439
71,2.499
72,2.520
73,2.577
74,2.600
75,2.663
76,2.689
77,2.772
78,2.797
79,2.868
80,2.890
81,2.895
82,2.952
83,2.974
84,3.048
85,3.066
86,3.138
87,3.158
88,3.217
89,3.236
90,3.294
91,3.312
92,3.398
93,3.432
94,3.512
95,3.544
96,3.605
97,3.625
98,3.686
99,3.707
100,3.772
101,3.789
102,3.846
103,3.867
104,3.925
105,3.940
106,3.944
107,3.956
108,3.962
109,4.039
110,4.069
111,4.151
112,4.157
113,4.166
114,4.181
115,4.189
116,4.200
117,4.206
118,4.212
119,4.219
120,4.226
121,4.232
122,4.237
123,4.243
124,4.250
125,4.256
126,4.308
127,4.368
128,4.429
129,4.479
130,4.501
131,4.507
132,4.567
133,4.589
134,4.644
135,4.674
136,4.753
137,4.784
138,4.853
139,4.877
140,4.884
141,4.922
142,4.941
143,4.985
144,5.005
145,5.064
146,5.091
147,5.096
148,5.102
149,5.109
150,5.116
151,5.122
152,5.128
153,5.185
154,5.206
155,5.211
156,5.217
157,5.223
158,5.280
159,5.313
160,5.322
161,5.332
162,5.417
163,5.449
164,5.456
165,5.462
166,5.468
167,5.474
168,5.537
169,5.558
170,5.612
171,5.632
172,5.637
173,5.643
174,5.699
175,5.725
176,5.732
177,5.737
178,5.744
179,5.750
180,5.815
181,5.836
182,5.911
183,5.951
184,5.961
185,5.972
186,5.985
187,6.068
188,6.098
189,6.159
190,6.180
191,6.186
192,6.191
193,6.198
194,6.259
195,6.277
196,6.329
197,6.350
198,6.356
199,6.361
200,6.368
201,6.432
202,6.451
203,6.508
204,6.528
205,6.533
206,6.543
207,6.556
208,6.640
209,6.667
210,6.746
211,6.751
212,6.759
213,6.765
214,6.771
215,6.778
216,6.784
217,6.852
218,6.875
219,6.935
220,6.958
221,6.964
222,6.970
223,7.030
224,7.055
225,7.061
226,7.067
227,7.130
228,7.134
229,7.140
230,7.144
231,7.149
232,7.163
233,7.189
234,7.208
235,7.214
236,7.259
237,7.282
238,7.347
239,7.368
240,7.423
241,7.428
242,7.434
243,7.439
244,7.445
245,7.451
246,7.458
247,7.472
248,7.485
249,7.490
250,7.523
251,7.539
252,7.592
253,7.612
254,7.744
255,7.943
256,8.024
257,8.039
258,8.044
259,8.055
260,8.060
261,8.066
262,8.130
263,8.144
264,8.297
265,8.327
266,8.335
267,8.400
268,8.488
269,8.512
270,8.595
271,8.618
272,8.628
273,8.638
274,8.701
275,8.723
276,8.785
277,8.806
278,8.864
279,8.887
280,8.948
281,8.970
282,8.976
283,9.053
284,9.073
285,9.079
286,9.084
287,9.089
288,9.183
289,9.213
290,9.219
291,9.236
292,9.244
293,9.252
294,9.261
295,9.327
296,9.454
297,9.484
298,9.491
299,9.499
300,9.507
301,9.567
302,9.652
303,9.729
304,9.752
305,9.821
306,9.854
307,9.935
308,9.966
309,10.025
310,10.046
311,10.052
312,10.116
313,10.137
314,10.206
315,10.224
316,10.289
317,10.309
318,10.315
319,10.320
320,10.330
321,10.405
322,10.428
323,10.438
324,10.526
325,10.554
326,10.563
327,10.628
328,10.650
329,10.660
330,10.680
331,10.686
332,10.696
333,10.769
334,10.787
335,10.793
336,10.853
337,10.874
338,10.882
339,10.937
340,10.957
341,10.962
342,10.968
343,10.978
344,10.997
345,11.016
346,11.044
347,11.054
348,11.064
349,11.085
350,11.115
351,11.123
352,11.200
353,11.223
354,11.278
355,11.298
356,11.304
357,11.373
358,11.396
359,11.470
360,11.501
361,11.578
362,11.604
363,11.611
364,11.678
365,11.708
366,11.719
367,11.802
368,11.836
369,11.912
370,11.932
371,11.940
372,12.006
373,12.028
374,12.034
375,12.045
376,12.122
377,12.142
378,12.148
379,12.210
380,12.227
381,12.295
382,12.314
383,12.319
384,12.326
385,12.420
386,12.521
387,12.548
388,12.618
389,12.641
390,12.699
391,12.719
392,12.725
393,12.731
394,12.736
395,12.742
396,12.748
397,12.758
398,12.844
399,12.867
400,12.874
401,12.942
402,12.961
403,12.967
404,13.053
405,13.082
406,13.091
407,13.181
408,13.206
409,13.212
410,13.280
411,13.301
412,13.307
413,13.313
414,13.388
415,13.409
416,13.415
417,13.484
418,13.504
419,13.510
420,13.581
421,13.603
422,13.609
423,13.663
424,13.698
425,13.785
426,13.812
427,13.886
428,13.909
429,13.915
430,13.920
431,13.988
432,14.009
433,14.016
434,14.083
435,14.102
436,14.108
437,14.120
438,14.215
439,14.237
440,14.243
441,14.306
442,14.324
443,14.416
444,14.442
445,14.451
446,14.459
447,14.472
448,14.571
449,14.592
450,14.598
451,14.664
452,14.683
453,14.689
454,14.754
455,14.773
456,14.779
457,14.850
458,14.872
459,14.880
460,14.958
461,14.979
462,14.984
463,14.991
464,15.090
465,15.120
466,15.128
467,15.137
468,15.218
469,15.237
470,15.242
471,15.307
472,15.328
473,15.334
474,15.398
475,15.415
476,15.421
477,15.485
478,15.504
479,15.510
480,15.577
481,15.599
482,15.605
483,15.670
484,15.701
485,15.711
486,15.727
487,15.755
488,15.841
489,15.863
490,15.927
491,15.946
492,15.953
493,15.958
494,16.018
495,16.037
496,16.043
497,16.104
498,16.126
499,16.132
500,16.138
501,16.198
502,16.220
503,16.240
504,16.245
505,16.255
506,16.287
507,16.297
508,16.384
509,16.411
510,16.481
511,16.502
512,16.508
513,16.566
514,16.585
515,16.642
516,16.662
517,16.730
518,16.752
519,16.821
520,16.842
521,16.848
522,16.858
523,16.961
524,16.991
525,17.001
526,17.088
527,17.113
528,17.119
529,17.178
530,17.199
531,17.205
532,17.261
533,17.280
534,17.286
535,17.355
536,17.377
537,17.383
538,17.450
539,17.470
540,17.475
541,17.481
542,17.547
543,17.579
544,17.589
545,17.683
546,17.712
547,17.725
548,17.791
549,17.865
550,17.884
551,17.889
552,17.949
553,17.968
554,17.974
555,18.032
556,18.053
557,18.059
558,18.119
559,18.143
560,18.209
561,18.241
562,18.331
563,18.360
564,18.441
565,18.463
566,18.469
567,18.540
568,18.617
569,18.636
570,18.642
571,18.705
572,18.726
573,18.733
574,18.790
575,18.811
576,18.817
577,18.828
578,18.860
579,18.888
580,18.898
581,18.914
582,18.948
583,18.956
584,19.037
585,19.060
586,19.065
587,19.071
588,19.130
589,19.151
590,19.220
591,19.242
592,19.248
593,19.321
594,19.342
595,19.347
596,19.417
597,19.438
598,19.449
599,19.470
600,19.480
601,19.585
602,19.614
603,19.627
604,19.707
605,19.727
606,19.733
607,19.739
608,19.804
609,19.824
610,19.831
611,19.886
612,19.903
613,19.908
