phase,boot,point,sha,corpus,gen_ms,gen_rc,prep_ms,prep_rc,peak_kb
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,243,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,114,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,89,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,105,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,89,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,115,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,91,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,113,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,88,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,105,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,88,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,107,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,89,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,107,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,91,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,119,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,92,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,108,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,91,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,108,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,90,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,114,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,91,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,tiny,-2,0,106,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,214,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3333,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,261,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3232,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,216,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3851,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,213,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3304,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,213,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3813,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,234,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3382,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,226,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3825,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,232,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3914,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,226,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3518,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,221,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3396,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,215,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3228,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,226,0,-2,0,0
R,1787726341,p00,4600b24c6d95a25ff081ad37b63b2a01c29d43a5,synth100,-2,0,3327,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,91,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,108,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,122,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,118,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,91,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,107,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,97,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,109,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,89,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,154,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,90,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,109,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,91,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,108,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,89,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,112,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,92,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,106,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,91,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,140,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,93,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,106,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,90,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,tiny,-2,0,109,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,221,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3329,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,214,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3383,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,249,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3396,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,209,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3427,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,263,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3831,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,235,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3524,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,219,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3452,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,206,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3746,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,222,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3589,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,217,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3462,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,225,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3548,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,222,0,-2,0,0
R,1787726341,p01,3baeb0b5adc6b21be4b86e79346192bfbcc6e043,synth100,-2,0,3411,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,88,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,111,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,89,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,110,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,89,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,107,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,99,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,109,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,88,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,130,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,92,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,111,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,93,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,109,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,90,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,111,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,96,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,109,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,90,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,107,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,93,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,105,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,87,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,tiny,-2,0,114,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,247,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3472,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,216,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3576,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,237,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3504,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,239,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3485,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,236,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3540,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,240,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3523,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,224,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3400,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,214,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3367,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,222,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3339,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,223,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3320,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,218,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3522,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,220,0,-2,0,0
R,1787726341,p02,aeffba0a4fb46ce3cb7ecf7ae04dcb3c50167779,synth100,-2,0,3348,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,97,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,110,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,92,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,118,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,97,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,113,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,90,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,119,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,97,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,112,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,99,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,117,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,91,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,111,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,93,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,107,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,129,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,123,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,90,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,112,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,88,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,114,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,95,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,tiny,-2,0,116,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,219,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3514,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,241,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,4114,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,209,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3430,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,220,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3884,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,225,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3373,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,242,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3554,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,244,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3509,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,223,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3528,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,237,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3455,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,236,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3457,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,230,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3566,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,221,0,-2,0,0
R,1787726341,p03,ed084329d6eef03d287aad4da3c13c2568515c5e,synth100,-2,0,3330,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,89,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,112,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,86,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,109,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,93,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,103,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,88,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,110,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,92,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,115,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,91,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,108,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,88,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,103,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,86,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,104,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,86,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,113,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,95,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,109,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,85,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,106,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,87,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,tiny,-2,0,105,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,214,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3584,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,207,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3475,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,220,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3231,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,225,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,4131,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,265,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3570,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,224,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3361,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,213,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3623,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,229,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3910,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,220,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3489,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,219,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3438,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,222,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3318,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,204,0,-2,0,0
R,1787726341,p04,64f03fce29369b2878614fb136c38ae2fac4265c,synth100,-2,0,3319,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,93,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,106,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,86,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,103,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,86,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,114,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,83,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,105,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,85,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,109,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,87,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,123,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,87,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,103,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,85,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,103,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,82,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,107,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,85,0,-2,0,0
R,1787726341,p05,755f909ff5c263c3f49e9a6c04ad827c1c3874ba,tiny,-2,0,108,0,0
